psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Service,Research and Development,Technology Base,AH22,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AIR POLLUTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AH31,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),WATER POLLUTION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AH32,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),WATER POLLUTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AH41,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (BASIC RESEARCH),NOISE POLLUTION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AH42,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NOISE POLLUTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AH91,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),OTHER ENVIRONMENTAL PROTECTION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AH92,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER ENVIRONMENTAL PROTECTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ11,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (BASIC RESEARCH),PHYSICAL SCIENCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ12,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PHYSICAL SCIENCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ21,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (BASIC RESEARCH),MATHEMATICAL AND COMPUTER SCIENCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ22,10/1/11,,R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MATHEMATICAL AND COMPUTER SCIENCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ31,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (BASIC RESEARCH),ENVIRONMENTAL SCIENCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ32,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ENVIRONMENTAL SCIENCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ41,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (BASIC RESEARCH),ENGINEERING  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ42,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ENGINEERING - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ51,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (BASIC RESEARCH),LIFE SCIENCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ52,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),LIFE SCIENCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ61,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (BASIC RESEARCH),PSYCHOLOGICAL SCIENCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ62,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PSYCHOLOGICAL SCIENCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ71,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (BASIC RESEARCH),SOCIAL SCIENCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ72,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SOCIAL SCIENCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AJ91,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH),OTHER SCIENCES NOT ELSEWHERE CLASSIFIED  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AJ92,10/1/11,,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER SCIENCES NOT ELSEWHERE CLASSIFIED - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AK11,10/1/11,,R&D- HOUSING: HOUSING (BASIC RESEARCH),HOUSING  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AK12,10/1/11,,R&D- HOUSING: HOUSING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),HOUSING - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AL11,10/1/11,,R&D- INCOME SECURITY: EMPLOYMENT (BASIC RESEARCH),EMPLOYMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AL12,10/1/11,,R&D- INCOME SECURITY: EMPLOYMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),EMPLOYMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AL21,10/1/11,,R&D- INCOME SECURITY: INCOME MAINTENANCE (BASIC RESEARCH),INCOME MAINTENANCE  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AL22,10/1/11,,R&D- INCOME SECURITY: INCOME MAINTENANCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),INCOME MAINTENANCE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AL91,10/1/11,,R&D- INCOME SECURITY: OTHER (BASIC RESEARCH),OTHER INCOME SECURITY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AL92,10/1/11,,R&D- INCOME SECURITY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER INCOME SECURITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AM11,10/1/11,,R&D- INTERNATIONAL AFFAIRS AND COOPERATION (BASIC RESEARCH),INTERNATIONAL AFFAIRS AND COOPERATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AM12,10/1/11,,R&D- INTERNATIONAL AFFAIRS AND COOPERATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),INTERNATIONAL AFFAIRS AND COOPERATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN11,10/1/11,,R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),BIOMEDICAL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN12,10/1/11,,R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),BIOMEDICAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN21,10/1/11,,R&D- MEDICAL: DRUG DEPENDENCY (BASIC RESEARCH),DRUGS DEPENDENCY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN22,10/1/11,,R&D- MEDICAL: DRUG DEPENDENCY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DRUGS DEPENDENCY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN31,10/1/11,,R&D- MEDICAL: ALCOHOL DEPENDENCY (BASIC RESEARCH),ALCOHOL DEPENDENCY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN32,10/1/11,,R&D- MEDICAL: ALCOHOL DEPENDENCY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ALCOHOL DEPENDENCY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN41,10/1/11,,R&D- MEDICAL: HEALTH SERVICES (BASIC RESEARCH),HEALTH SERVICES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN42,10/1/11,,R&D- MEDICAL: HEALTH SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),HEALTH SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN51,10/1/11,,R&D- MEDICAL: MENTAL HEALTH (BASIC RESEARCH),MENTAL HEALTH  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN52,10/1/11,,R&D- MEDICAL: MENTAL HEALTH (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MENTAL HEALTH - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN61,10/1/11,,R&D- MEDICAL: REHABILITATIVE ENGINEERING (BASIC RESEARCH),REHABILITATIVE ENGINEERING  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN62,10/1/11,,R&D- MEDICAL: REHABILITATIVE ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),REHABILITATIVE ENGINEERING - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN71,10/1/11,,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (BASIC RESEARCH),SPECIALIZED MEDICAL SERVICES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN72,10/1/11,,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SPECIALIZED MEDICAL SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN81,10/1/11,,R&D- MEDICAL: AIDS RESEARCH (BASIC RESEARCH),AIDS RESEARCH  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN82,10/1/11,,R&D- MEDICAL: AIDS RESEARCH (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AIDS RESEARCH - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AN91,10/1/11,,R&D- MEDICAL: OTHER (BASIC RESEARCH),OTHER MEDICAL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AN92,10/1/11,,R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER MEDICAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP21,10/1/11,,R&D- NATURAL RESOURCE: LAND (BASIC RESEARCH),LAND  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP22,10/1/11,,R&D- NATURAL RESOURCE: LAND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),LAND - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP31,10/1/11,,R&D- NATURAL RESOURCE: MINERAL (BASIC RESEARCH),MINERAL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP32,10/1/11,,R&D- NATURAL RESOURCE: MINERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MINERAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP41,10/1/11,,R&D- NATURAL RESOURCE: RECREATION (BASIC RESEARCH),RECREATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP42,10/1/11,,R&D- NATURAL RESOURCE: RECREATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),RECREATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP51,10/1/11,,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (BASIC RESEARCH),MARINE AND OCEANOGRAPHIC  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP52,10/1/11,,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MARINE AND OCEANOGRAPHIC - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP61,10/1/11,,R&D- NATURAL RESOURCE: MARINE FISHERIES (BASIC RESEARCH),MARINE FISHERIES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP62,10/1/11,,R&D- NATURAL RESOURCE: MARINE FISHERIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MARINE FISHERIES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP71,10/1/11,,R&D- NATURAL RESOURCE: ATMOSPHERIC (BASIC RESEARCH),ATMOSPHERIC  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP72,10/1/11,,R&D- NATURAL RESOURCE: ATMOSPHERIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ATMOSPHERIC - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AP91,10/1/11,,R&D- NATURAL RESOURCE: OTHER (BASIC RESEARCH),OTHER NATURAL RESOURCES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AP92,10/1/11,,R&D- NATURAL RESOURCE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER NATURAL RESOURCES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AQ11,10/1/11,,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (BASIC RESEARCH),GERIATRIC (OTHER THAN MEDICAL)  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AQ12,10/1/11,,R&D- SOCIAL SERVICES: GERIATRIC OTHER THAN MEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),GERIATRIC (OTHER THAN MEDICAL) - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AQ91,10/1/11,,R&D- SOCIAL SERVICES: OTHER (BASIC RESEARCH),OTHER SOCIAL SERVICES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AQ92,10/1/11,,R&D- SOCIAL SERVICES: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER SOCIAL SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR11,10/1/11,,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),AERONAUTICS AND SPACE TECHNOLOGY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AR12,10/1/11,,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AERONAUTICS AND SPACE TECHNOLOGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR21,10/1/11,,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),SPACE SCIENCE AND APPLICATIONS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AR22,10/1/11,,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SPACE SCIENCE AND APPLICATIONS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR31,10/1/11,,R&D- SPACE: FLIGHT (BASIC RESEARCH),SPACE FLIGHT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AR32,10/1/11,,R&D- SPACE: FLIGHT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SPACE FLIGHT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR41,10/1/11,,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)",SPACE OPERATIONS (TRACKING AND DATA ACQUISITION)  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AR42,10/1/11,,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",SPACE OPERATIONS (TRACKING AND DATA ACQUISITION) - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR61,10/1/11,,R&D- SPACE: STATION (BASIC RESEARCH),R&D-SPACE STATION-B RES,,,
Service,Research and Development,Technology Base,AR62,10/1/11,,R&D- SPACE: STATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D-SPACE STATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR71,10/1/11,,R&D- SPACE: COMMERCIAL PROGRAMS (BASIC RESEARCH),R&D-COMMERCIAL PROGRAMS-B RES,,,
Service,Research and Development,Technology Base,AR72,10/1/11,,R&D- SPACE: COMMERCIAL PROGRAMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),RESEARCH AND DEVELOPMENT - COMMERCIAL PROGRAMS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AR91,10/1/11,,R&D- SPACE: OTHER (BASIC RESEARCH),R&D-OTHER SPACE-B RES,,,
Service,Research and Development,Technology Base,AR92,10/1/11,,R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),RESEARCH AND DEVELOPMENT - OTHER SPACE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AS11,10/1/11,,R&D- MODAL TRANSPORTATION: AIR (BASIC RESEARCH),AIR TRANSPORTATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AS12,10/1/11,,R&D- MODAL TRANSPORTATION: AIR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AIR TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AS21,10/1/11,,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (BASIC RESEARCH),SURFACE MOTOR VEHICLES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AS22,10/1/11,,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SURFACE MOTOR VEHICLES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AS31,10/1/11,,R&D- MODAL TRANSPORTATION: RAIL (BASIC RESEARCH),RAIL TRANSPORTATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AS32,10/1/11,,R&D- MODAL TRANSPORTATION: RAIL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),RAIL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AS41,10/1/11,,R&D- MODAL TRANSPORTATION: MARINE (BASIC RESEARCH),MARINE TRANSPORTATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AS42,10/1/11,,R&D- MODAL TRANSPORTATION: MARINE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MARINE TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AS91,10/1/11,,R&D- MODAL TRANSPORTATION: OTHER MODAL (BASIC RESEARCH),OTHER MODAL TRANSPORTATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AS92,10/1/11,,R&D- MODAL TRANSPORTATION: OTHER MODAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER MODAL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT11,10/1/11,,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (BASIC RESEARCH)","HIGHWAYS, ROADS, AND BRIDGES  - BASIC RESEARCH",,,
Service,Research and Development,Technology Base,AT12,10/1/11,,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","HIGHWAYS, ROADS, AND BRIDGES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
Service,Research and Development,Technology Base,AT21,10/1/11,,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH),HUMAN FACTORS CONCERNING TRANSPORTATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT22,10/1/11,,R&D- OTHER TRANSPORTATION: HUMAN FACTORS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),HUMAN FACTORS CONCERNING TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT31,10/1/11,,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (BASIC RESEARCH),NAVIGATION AND NAVIGATIONAL AIDS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT32,10/1/11,,R&D- OTHER TRANSPORTATION: NAVIGATION/NAVIGATIONAL AIDS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NAVIGATION AND NAVIGATIONAL AIDS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT41,10/1/11,,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (BASIC RESEARCH),PASSENGER SAFETY AND SECURITY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT42,10/1/11,,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PASSENGER SAFETY AND SECURITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT51,10/1/11,,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (BASIC RESEARCH),PIPELINE SAFETY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT52,10/1/11,,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PIPELINE SAFETY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT61,10/1/11,,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH),TRAFFIC MANAGEMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT62,10/1/11,,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),TRAFFIC MANAGEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT71,10/1/11,,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (BASIC RESEARCH),TUNNELS AND OTHER SUBSURFACE STRUCTURES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT72,10/1/11,,R&D- OTHER TRANSPORTATION: TUNNELS/OTHER SUBSURF STRUC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),TUNNELS AND OTHER SUBSURFACE STRUCTURES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT81,10/1/11,,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (BASIC RESEARCH),TRANSPORTING HAZARDOUS MATERIALS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT82,10/1/11,,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZ MAT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),TRANSPORTING HAZARDOUS MATERIALS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AT91,10/1/11,,R&D- OTHER TRANSPORTATION: OTHER GENERAL (BASIC RESEARCH),OTHER GENERAL TRANSPORTATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AT92,10/1/11,,R&D- OTHER TRANSPORTATION: OTHER GENERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER GENERAL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AV11,10/1/11,,R&D- MINING: SUBSURFACE MINING EQUIPMENT (BASIC RESEARCH),SUBSURFACE MINING EQUIPMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AV12,10/1/11,,R&D- MINING: SUBSURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SUBSURFACE MINING EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AV21,10/1/11,,R&D- MINING: SURFACE MINING EQUIPMENT (BASIC RESEARCH),SURFACE MINING EQUIPMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AV22,10/1/11,,R&D- MINING: SURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SURFACE MINING EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AV31,10/1/11,,R&D- MINING: SUBSURFACE MINING METHODS (BASIC RESEARCH),SUBSURFACE MINING METHODS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AV32,10/1/11,,R&D- MINING: SUBSURFACE MINING METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SUBSURFACE MINING METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
